,date_commenced,claim,verdict
2676,2012-10-16,think anyone really belief person going pushing oil gas coal,1
2677,1980-10-28,recently asked specifically iraq said nothing,0
2678,2012-10-03,smart enough know good trade,1
2679,1996-10-16,selecting president united state,1
2680,1960-10-21,american conference inter american conference summer wanted join together denunciation castro cuban communist even get inter american group join together denouncing castro,0
2681,2012-10-03,said son calculated much pay tax federal income tax federal payroll tax state income tax state sale tax state property tax gasoline tax,0
2682,1992-10-15,government,1
2683,1960-09-26,stand program mean growth progress,1
2684,2008-10-07,point point fix economy,1
2685,1988-09-25,guess question would ask mr bush instill value create environment drug free school want country,1
2686,2004-10-13,pay go rule,0
2687,1988-09-25,called new election,0
2688,1988-09-25,governor like others trying deal consequence,1
2689,2000-10-03,keep social security lockbox pay national debt,1
2690,1996-10-16,going good economic package,1
2691,2012-10-16,done,0
2692,1980-10-28,sorry persuade bringing third candidate could seen also debate,0
2693,2004-10-13,thing heard remember appeared meet press tim russert something,0
2694,2016-10-19,see conflict saving people life defending second amendment,1
2695,2008-10-07,one difficulty iraq put enormous strain first troop obviously performed heroically honorably owe extraordinary debt gratitude,1
2696,1984-10-21,one strobe talbott classic book deadly gambit,1
2697,1960-10-07,floor manager,0
2698,2016-10-19,make great deal going terminate nafta going create new deal,1
2699,1984-10-07,place used,0
2700,2008-09-26,believe going go back cold war,1
2701,2016-10-19,called make america great,0
2702,2016-10-09,line,1
2703,2016-10-09,would specifically target baghdadi think targeting al qaida leader involved lot operation highly classified one made difference,0
2704,2004-09-30,also plan win war terror funding homeland security strengthening military cutting finance reaching world building strong alliance,1
2705,1984-10-07,also strange dichotomy whole position court ruling abortion taking human life,1
2706,1988-10-13,want move forward want nation move forward,1
2707,2016-10-09,look violence taking place inner city chicago take look washington c,1
2708,1992-10-11,went,0
2709,1992-10-19,know remember question better,1
2710,2000-10-17,made promise campaign,0
2711,1976-10-22,saving account losing money instead gaining money,0
2712,2016-10-09,worked lot different muslim group around america,0
2713,1996-10-06,strongest best prepared best equipped ever,1
2714,2016-09-26,think part said going,0
2715,1992-10-19,let go back term accepting responsibility action,1
2716,1980-10-28,discussion daughter amy day came ask important issue,0
2717,1976-10-06,called nixon shock japan weakened relationship,1
2718,1960-10-21,last week member senate foreign relation committee read testimony general twining representing administration assistant secretary state foreign relation committee accurately described administration policy support wholeheartedly,0
2719,2000-10-03,fundamental difference opinion folk,1
2720,2012-10-22,governor people detroit forget,1
2721,2004-09-30,george said day freedom march russia right,0
2722,2008-10-07,secretary gate defense secretary said war terrorism began region end,0
2723,2004-09-30,got plan place,0
2724,2016-10-19,take four year barack obama get get,1
2725,2016-10-09,usual talk nothing happens,1
2726,1984-10-21,conference stayed conference way even senator simpson want bill manner would come conference committee,0
2727,1988-10-13,michael dukakis run sheriff george bush,0
2728,2016-10-19,well talking thinking young girl met la vega carla worried parent might deported born country,0
2729,1992-10-19,kind pathetic nobody called yet come might mention,0
2730,2012-10-03,president reach across aisle fashion important legislation input party,1
2731,1976-10-22,uh situation called first put united state steady course keep keel well balanced face difficult problem sudden hit america,1
2732,1996-10-16,president united state going use national guard whatever source need stop drug coming america,1
2733,2004-09-30,united nation kofi annan offered help baghdad fell,0
2734,1960-10-13,first quemoy matsu next may formosa,1
2735,2016-09-26,opening old post office,0
2736,1976-09-23,think uh problem addressed increasing productivity uh put put people back work could purchase good lower income tax individual perhaps raise necessary corporation comparison,1
2737,1984-10-21,want nation protect air water land public health,1
2738,2012-10-22,went yad beshef ph holocaust museum remind nature evil bond israel unbreakable,0
2739,2012-10-03,important election concerned america,1
2740,2008-09-26,meantime bin laden still,0
2741,2012-10-16,strategy need strategy going next four year,1
2742,2012-10-22,governor romney taken different approach throughout campaign,0
2743,2004-09-30,going lead troop victory,1
2744,2004-10-13,reach goal,1
2745,1992-10-15,probably lot kid disagree,1
2746,1992-10-11,handle minute hope get back later,1
2747,2016-09-26,said may defend help u,0
2748,2012-10-16,chief staff instance two kid still school,0
2749,1984-10-21,think future world lie,1
2750,2004-10-08,think example judge allowing personal opinion enter decision making process opposed strict interpretation constitution,1
2751,2004-10-08,would say person exactly say right,1
2752,2008-10-15,requires think recognition politics usual practiced last several year solving big problem america,1
2753,2004-10-08,said also two favorite justice justice scalia justice thomas,0
2754,2012-10-03,say patient coming let get doctor together one test instead patient run around test,0
2755,1984-10-21,called supposed charge fact run government strengthen nation,1
2756,2012-10-16,thank kerry question important one,1
2757,1988-10-13,prove point george value like family education community decent home young people family long island visited monday lou betty tolamo phonetic bought house back seven child making good living,0
2758,1992-10-15,said well stop disruptive,1
2759,1988-10-13,governor balance budget state required law,0
2760,2012-10-03,occasion last couple year meeting people across country,0
2761,2008-10-07,mean strong oversight making sure investor taxpayer getting money back treated investor,1
2762,2008-09-26,far north korea concerned secretary state madeleine albright went north korea,0
2763,1996-10-06,believe discrimination,1
2764,2004-09-30,president say done lose china mean done,0
2765,1992-10-11,see willow run could converted car airplane world war ii,0
2766,1992-10-19,point could get address problem created much stress board wanted keep lawrence welk music going asked buy remaining share,0
2767,1992-10-11,believe fairly good news,1
2768,2004-10-08,reasonable way help promote culture life america,1
2769,1976-10-22,served nation great great skill courage bravery thirty five year,0
2770,2004-10-08,volunteer army best suited fight new war st century specialized find people hide around world,1
2771,2016-10-19,ronald reagan last president,0
2772,1996-10-06,budget weakened support education,1
2773,1992-10-19,think mr perot right questioning management practice,0
2774,2012-10-16,say feel like attack government,0
2775,1992-10-15,blame practitioner health problem,1
2776,2012-10-03,independent study looking said way meet governor romney pledge reducing deficit adding deficit burdening middle class family,0
2777,1960-10-13,talking giving four five tool fact finding committee injunction provision injunction also power fact finding commission make recommendation recommendation would binding nevertheless would great force public opinion behind,1
2778,1960-10-07,first debate indicated experience least uh participated significantly making decision,0
2779,1996-10-06,know senator amato think may hearing two whitewater remember general chairman friend mine,0
2780,1988-09-25,think debate ought lloyd,1
2781,1992-10-11,,1
2782,1996-10-16,look good first two year democratic president democratic congress,0
2783,1988-09-25,already made proposal yes cost money,1
2784,2012-10-03,lead different direction,1
2785,1988-09-25,said rightly strong vice president,0
2786,1976-10-06,also seen mr ford exclude access public,0
2787,1992-10-19,caught middle nafta,0
2788,1988-09-25,back strengthened defense country believe want see u return day,1
2789,2004-10-08,president job win peace,1
2790,2000-10-17,appreciate chance good honest dialogue difference opinion,1
2791,2012-10-03,regard young people coming along got proposal make sure medicare social security without question,1
2792,2004-09-30,fact first even want,0
2793,2000-10-11,propose billion worth,1
2794,2012-10-03,get income,1
2795,1996-10-06,eight category gun,1
2796,1988-09-25,get question value,1
2797,1992-10-19,american last thursday night richmond told u wanted u stop talking start talking american problem promise think ought get back,0
2798,2016-10-19,social security payroll contribution go donald assuming figure get,1
2799,2012-10-03,governor romney said done bipartisan basis,0
2800,1992-10-15,think turn white house waffle house,1
2801,1992-10-15,say something character,1
2802,1992-10-19,make decision vote november rd,1
2803,2004-10-13,know really interesting,1
2804,2016-10-09,went work republican mayor governor president rebuild new york get health care first responder suffering run toward danger gotten sickened,0
2805,2000-10-17,failing school classroom small enough size number student teacher spend enough one one time student,1
2806,1992-10-19,want make foreign lobbyist whole thing,1
2807,1988-09-25,told intelligence briefing received said,0
2808,1992-10-15,school belong,1
2809,2004-10-08,well president said categorically opponent opponent,0
2810,2000-10-03,small oil person west texas,0
2811,2012-10-03,ended war iraq promised going wind war afghanistan,1
2812,1988-09-25,mr bush picked dan quayle,0
2813,1996-10-06,institution beginning function,0
2814,2016-10-09,saw heard friday donald talking woman think woman woman,0
2815,1984-10-21,secretary state admitted morning,0
2816,2016-10-09,donald talk lot know year public service,0
2817,2012-10-16,katherine want point governor romney campaign asked lilly ledbetter bill whether supported,0
2818,2004-10-13,reached across aisle,0
2819,1988-10-13,one compared president united state rotting like dead fish head,1
2820,2016-09-26,look word sound bite,1
2821,2016-09-26,seen two tragic example tulsa charlotte,0
2822,2008-10-15,make health care affordable available,1
2823,2000-10-03,million american saw result conflict,0
2824,2016-09-26,mental health one biggest concern police handle lot really difficult mental health problem street,0
2825,2008-09-26,huge poster vladimir putin said vladimir putin president,0
2826,1992-10-15,learn think well poorly first month,0
2827,1980-10-28,deal crisis best could,1
2828,1960-10-07,pointing thing wrong think ought emphasize america strength,1
2829,2016-09-26,year,0
2830,2000-10-17,plan school failing work state give authority resource close school reopen right away new principal new faculty turn around team specialist know,1
2831,1992-10-11,born widowed mother gave family value grandparent,0
2832,2008-10-07,tell right senator obama would brought troop home defeat,1
2833,1988-10-13,discussion previous day overall question reducing budget,1
2834,1960-10-07,well first agree senator kennedy cuba lost certainly china lost administration came power,0
2835,2016-10-09,general flynn,0
2836,2004-09-30,acknowledge daughter watched,0
2837,2008-10-07,step one rescue package passed last week,0
2838,2004-10-13,met black congressional caucus white house,0
2839,1960-09-26,know senator kennedy feel deeply problem disagreement goal america mean reach goal,1
2840,1992-10-19,need support ask vote,1
2841,1996-10-16,federal government,0
2842,2012-10-03,thank tuning evening,1
2843,2012-10-16,president said would,0
2844,2000-10-11,think necessarily made right decision take land troop table right committed offensively nevertheless worked,0
2845,2016-10-09,hope see way fortunate enough president immediately move make sure fill nine justice get work behalf people,0
2846,1984-10-07,young american skill make attractive employee going get job,1
2847,1992-10-15,looking,1
2848,2004-09-30,way breach agreement plutonium,0
2849,2004-09-30,showed afghanistan tried beat u,0
2850,1996-10-06,clearly better four year ago senator dole acknowledged year,0
2851,2012-10-03,supportive approach took,1
2852,2016-10-19,way constitution fundamentally operate,1
2853,1960-10-07,feel moving ahead uh going recession country economically feel power prestige stronger ever relative communist moving ahead,1
2854,1984-10-21,president called commander chief,0
2855,2016-09-26,problem unintended consequence,1
2856,1984-10-07,basic decision supreme court person make judgment life way done,0
2857,2004-09-30,oh pretty calm guy,1
2858,1960-10-07,unless adequate fund example information cut congress adequate fund technical assistance,1
2859,1976-09-23,seems stimulant money hand taxpayer money hand business expand modernize provide job economy stimulated get revenue prosperous economy,1
2860,1976-09-23,afford kind growth federal spending,1
2861,1980-10-28,heritage southerner experience oval office convinces described proper course future,0
2862,2016-10-09,think clear anyone heard represents exactly,1
2863,2016-10-19,said nice thing,0
2864,2000-10-03,tipper married year,0
2865,1984-10-21,know grateful giving opportunity serve year seek reelection want anything else try complete new beginning charted year ago,0
2866,2016-10-09,need reverse,1
2867,2012-10-16,served missionary church,0
2868,2008-09-26,got create job,1
2869,1984-10-21,mr trewhitt want know also make age issue campaign,1
2870,2008-10-07,end day friend tell know like serve know like sacrifice never allow second holocaust take place,1
2871,2004-10-13,benefit making sure employer breaking law try fill workforce need,1
2872,2012-10-03,number two people coming along young make sure keep medicare place allow either choose current medicare program private plan,1
2873,2012-10-16,environmentally sound way,1
2874,2016-10-09,made lot fact office,0
2875,1984-10-07,particular church use term born know whether would fit particular term,0
2876,2004-10-08,country folk united state america,0
2877,2008-10-07,easy talk stuff campaign important u understand requires sustained effort next president,1
2878,1996-10-16,got tax cut congratulation,1
2879,2000-10-17,people able take hmo insurance company court,1
2880,2008-09-26,want family make decision doctor,1
2881,2016-10-19,tax plan disaster,1
2882,1988-10-13,said would secretary defense sit,0
2883,2004-10-08,met grant milliron mansfield ohio,0
2884,2004-09-30,talk mixed message,1
2885,1980-10-28,tried successfully keeping country peace,1
2886,1984-10-07,better load child fantastic debt,1
2887,2016-09-26,well accurate,1
2888,1976-10-22,uh thirty primary spring uh first obvious standing poll,0
2889,1992-10-15,proud way came think good beginning,1
2890,2004-10-13,campaigning along girl,0
2891,2000-10-03,tell stand side fence,1
2892,2016-09-26,stop violence,1
2893,1996-10-06,know talk started today,0
2894,2004-10-08,every part program shown going pay,0
2895,2012-10-03,happening middle east development around world real concern,1
2896,2008-10-15,american hurting right angry,1
2897,1980-09-21,billion cost john talking,1
2898,2004-10-08,know morality prompting question respect enormously,1
2899,2004-09-30,word mean something somebody combat,1
2900,1960-10-21,believe burden responsibility american would assume protect country protect security advance cause freedom,1
2901,2008-10-15,would first across board spending freeze ok,1
2902,1996-10-16,proud better four year ago,1
2903,2000-10-03,many viewer know laura sent girl public school,0
2904,2000-10-03,mean united state must strong diplomatic hand friend nato,1
2905,1988-09-25,government role,1
2906,2012-10-16,time time,1
2907,2012-10-16,going lose deduction buy sale pitch,1
2908,2012-10-16,governor romney different philosophy,0
2909,2016-09-26,said numerous time,0
2910,1984-10-07,time ago mr mondale said something education college student help kind,0
2911,1992-10-11,economic program kind change want,1
2912,2004-09-30,best indication bring troop home really want want sake bringing home want achieved objective see iraqi perform see iraqi step take responsibility,1
2913,2004-09-30,make american safer president bush made u,1
2914,2008-10-07,know lot working,0
2915,2012-10-16,question question one asked college kid country,0
2916,2000-10-03,one democrat senate support persian gulf war,0
2917,2004-09-30,ask people armed force today,1
2918,2004-10-08,result bombarded advertisement suggesting changed position,0
2919,2004-10-13,shuffling many kid system year year grade grade without learning basic,1
2920,2000-10-17,know support national patient bill right mr vice president want people covered,0
2921,2016-10-09,rip throw away donald telling turn back insurance company way used mean insurance company,0
2922,1984-10-21,secondly correct informed meantime,1
2923,1992-10-15,message,1
2924,2016-10-09,mention name rich famous,0
2925,1996-10-06,wic program school lunch program senator like george mcgovern hubert humphrey others name democratic friend,0
2926,2004-10-13,course going consider cost,1
2927,2012-10-03,right setting like bring money overseas back country,1
2928,2012-10-03,instead need put insurance plan provider hospital doctor target incentive say performance pay excellent job keeping cost happening,1
2929,1988-10-13,headed task force member congress way back late kind thing republican side,0
2930,2000-10-03,school full called risk child,0
2931,2008-09-26,get name,0
2932,1960-10-07,mr lodge meet press month ago said ever case law side u incident,0
2933,2008-09-26,senate inside baseball,1
2934,1992-10-11,movement came people,0
2935,1996-10-16,course president take credit,1
2936,1996-10-16,went made speech people side saying wrong thing,0
2937,2008-10-15,got put money preventive care,1
2938,2016-10-19,people know people,1
2939,2004-10-13,everything protect border port,1
2940,2016-09-26,interview howard stern lightly first time anyone asked said lightly know maybe know,0
2941,2016-10-09,talk health care,0
2942,2008-09-26,somalia first gulf war,0
2943,1976-10-22,direct relationship hundred people around hundred thousand around country actively campaign,0
2944,2012-10-16,going paying,1
2945,1960-10-21,havana,0
2946,1976-10-06,matter fact visited poland yugoslavia rumania make certain people country understood president united state people united dedicated independence autonomy freedom,0
2947,1988-09-25,notice governor mention testing,0
2948,1996-10-16,general colin powell said thing fear initiative would take away extra effort program,0
2949,2016-10-09,hear something like reminded friend michelle obama advised u go low go high,0
2950,2000-10-11,secondly think ought selling gun people,1
2951,1992-10-11,going protect american taxpayer spend tax congress,1
2952,1988-10-13,going president serious hope expect liked american people,1
2953,2016-09-26,brought,0
2954,1996-10-06,keep technology,1
2955,1988-10-13,let go work end fiasco central america failed policy actually increased cuban soviet influence,1
2956,2012-10-03,cornerstone plan,1
2957,1988-09-25,day mr bush said well continue star war star war cut place told u,0
2958,2004-09-30,fortunately others beside believed ought take action,1
2959,1996-10-06,never discussed whitewater told personally,0
2960,1976-09-23,well tonight chance talk lot past,0
2961,1988-09-25,opponent say j danforth quayle,0
2962,2012-10-22,went border town storok ph experienced missile raining dowm hamas,0
2963,2016-10-19,frankly changed law,1
2964,2000-10-03,served eight year united state senate served armed service committee,0
2965,2016-10-19,year,0
2966,2008-10-07,could end adverse effect everybody take action,1
2967,2000-10-03,doctor chooses prescription,0
2968,2016-10-09,contact excuse,1
2969,1996-10-16,never go anywhere seems like meet somebody benefited family leave law,0
2970,1988-09-25,well matter judgment important,1
2971,2000-10-11,eight year get something done medicare,0
2972,2012-10-03,want hire another new math science teacher create million slot community college people get trained job right,1
2973,1992-10-15,going back mother pregnant start right born,1
2974,2008-09-26,well want make sure handing health care system federal government basically would ultimately happen senator obama health care plan,1
2975,2012-10-22,route sea,0
2976,2004-10-13,said would reform,0
2977,1960-10-07,talked every speech fact going difficult time nineteen sixty going meet responsibility citizen,1
2978,2012-10-16,right washington place gridlocked,1
2979,2004-10-13,need president stay deadly focused real war terror,1
2980,2000-10-11,worked longer,0
2981,2004-09-30,try,1
2982,2016-09-26,give credit give credit across board going back two mayor two police chief worked,1
2983,1992-10-15,money,1
2984,1960-10-21,strong first freedom gain prospect peace increase prospect society gain,1
2985,2000-10-17,last eight year served national security council,0
2986,2016-09-26,said terrible stupid thing,0
2987,2016-10-09,word hearing many year,0
2988,2008-09-26,whether nixon trip china preceded henry kissinger many time went,0
2989,2008-09-26,going intervene doubt,1
2990,2004-10-08,president think important fight top percent fight fiscal responsibility fight,1
2991,2004-10-08,made lot decision little like appointment board never heard big,0
2992,1988-09-25,saw cocaine scene treated humor though humorous little incident,0
2993,2008-10-07,got somebody fighting patient making sure get decent affordable health care,1
2994,2008-10-15,obviously start increasing home value creation wealth,1
2995,2012-10-03,look got five boy,0
2996,2000-10-03,phased eight year,0
2997,2012-10-16,called arizona law model nation,0
2998,1976-10-22,fails point uh engaged war vietnam,0
2999,1996-10-06,speaker gingrich senator dole took congress went new hampshire man suggested gentleman unfortunately passed away couple day ago suggested appoint commission,0
3000,2004-09-30,mean thought whip going,1
3001,2004-09-30,lot really good people working hard,1
3002,1988-10-13,want keep expansion going,1
3003,2016-10-09,change senator,1
3004,2000-10-17,devoted child nearly one half year old grandson,0
3005,2000-10-17,vice president keep saying thing,0
3006,2000-10-17,issue good people obviously disagree,1
3007,2012-10-22,hear intelligence source even today insurgent highly disparate,1
3008,1976-09-23,fortunately democratic well republican administration,0
3009,2004-10-13,hunter since kid year old,0
3010,1984-10-07,campaign telling exactly want,1
3011,2000-10-11,know japanese breathing neck,1
3012,2008-09-26,separate afghanistan iraq commander said troop right deal afghanistan,0
3013,1960-10-07,secondly criticize calling free election,1
3014,1960-10-07,move recession sixty one would agree put money economy done either one two method discussed,1
3015,1996-10-16,last thing want commit force anywhere,1
3016,2016-10-09,mine word action,1
3017,2016-10-19,well went read rest sentence talking energy,0
3018,2016-09-26,lot great businesspeople never taken bankruptcy,0
3019,2012-10-16,favor president said agree people committed crime got get country,0
3020,1988-10-13,moving new competitive age need kind thing,1
3021,1976-10-22,matter fact committee secretary hill released seventy five page report specific recommendation better job uh week ahead,0
3022,1992-10-19,well think relevant,1
3023,2016-10-19,used bipartisan issue,0
3024,2008-10-15,launched political campaign mr ayers living room,0
3025,1992-10-19,lastly night character governor clinton said character president character presidency,0
3026,1960-10-21,president bear constitutional responsibility secretary state conduct foreign affair,0
3027,2004-09-30,chuckled time comment,0
3028,2012-10-22,china interest much like one respect want stable world,0
3029,2012-10-16,secretary clinton done extraordinary job,1
3030,1960-10-21,senator kennedy said tonight said several time course debate campaign american standing still,0
3031,1996-10-06,congress pass law president sign like lot thing,0
3032,1992-10-19,make decision even interest,1
3033,1992-10-15,people happen know high regard,0
3034,2004-10-08,named vote,0
3035,1996-10-06,well different view,1
3036,2016-10-19,well let say let say,1
3037,2004-10-13,served small business committee long time,0
3038,1960-10-21,country,0
3039,2004-10-08,woman right choose protected,1
3040,2012-10-22,take diplomatic route end nuclear program face united world united state president said going take option table,0
3041,1996-10-06,four five six year,0
3042,2012-10-03,number three circumstance raise tax middle income family,1
3043,1996-10-06,want top review determine priority defense follow policy instead bottom review service fighting money,1
3044,2000-10-17,enforcement law federal government help,1
3045,2012-10-03,number small business gone saying dropping insurance afford cost health care prohibitive,0
3046,2008-10-15,fact mr ayers become centerpiece senator mccain campaign last two three week,1
3047,1992-10-19,well expressed heartfelt difference governor clinton organizing demonstration foreign land country young ghetto kid drafted dying,0
3048,1996-10-16,prove pay,1
3049,2012-10-03,language contrary simply accurate,1
3050,2012-10-03,actually said back,0
3051,2008-09-26,recently television program said exceed wildest expectation,0
3052,1980-09-21,considered inflation figure,0
3053,1992-10-19,president mentioned need right person crisis,0
3054,2012-10-16,make sure reform medicare social security preserve coming coming generation,1
3055,2012-10-22,attitude coming office going insist china play rule everybody else,1
3056,2008-10-15,come economic policy essentially proposing eight year thing,1
3057,2012-10-16,said rose garden day attack act terror,0
3058,2008-10-07,suggest maybe go organization watchdog like citizen government waste national taxpayer union organization watch u time,0
3059,1996-10-06,hope finally get next session congress need badly,1
3060,1992-10-19,well think overlooking major accomplishment first term,0
3061,2016-10-19,country law,0
3062,1960-10-13,tried hitler,0
3063,1960-09-26,congress fourteen year,0
3064,2000-10-11,folk eight year get something done washington c uninsured,0
3065,2012-10-22,number two regard iraq agreed believe status force agreement,0
3066,2008-09-26,consequence defeat would result plan withdrawal according date certain regardless condition according military leader according every expert would lead defeat possible defeat loss fragile sacrifice made american blood treasure grief u,1
3067,2016-10-09,locker room talk one thing,1
3068,1992-10-15,get make comment,0
3069,1992-10-19,maybe need somebody understands getting pocket picked,1
3070,2004-10-13,blue cross blue shield,0
3071,2004-10-13,ever need united country,1
3072,2004-10-08,opponent said america must pas global test used force protect,0
3073,1992-10-19,one group raised art form,0
3074,1988-10-13,hope serving white house january,1
3075,1992-10-15,senator run every year,0
3076,1992-10-15,fact would given investment tax credit incentive reinvest city country,1
3077,1984-10-07,attack made people apparently would break away wall government side using government using power court forth hinder part constitution say government shall establish religion shall inhibit practice religion,0
3078,1976-09-23,could add job major metropolitan area proposal recommended would give tax incentive business move inner city expand build new plant would take plant expand plant people people currently unemployed,1
3079,2008-10-15,chose afraid appointment quote conservative judge,1
3080,2016-10-19,going bring trillion,1
3081,2012-10-03,ended living alone choice,0
3082,2012-10-16,somebody came governor plan said want spend trillion going pay tell maybe election going take sketchy deal neither american people math add,1
3083,1976-09-23,long time american citizen excluded sometimes misled sometimes lied,1
3084,2016-09-26,stocked centrifuge whirling away,0
3085,2016-10-19,yeah yeah heard heard hillary,0
3086,1960-09-26,chinese communist always large population,0
3087,1984-10-07,yes difficult rebut find much agreement mr mondale,1
3088,2012-10-22,part reason libyan stand u,1
3089,1988-09-25,know friend parent came country immigrant like million million american since seeking opportunity seeking american dream,0
3090,2000-10-11,priority going health citizen,1
3091,1976-09-23,republican done u,1
3092,1992-10-11,need continue negotiation reduce nuclear arsenal soviet union former soviet union united state,1
3093,2016-10-19,meet woman met woman known course life,1
3094,2012-10-03,five week election saying big bold idea never mind,0
3095,1976-10-22,war,0
3096,2000-10-17,believe deeply willing stand fight matter powerful force might side,1
3097,2016-09-26,say fine want go mexico country good luck,1
3098,1984-10-21,mondale referring earlier debate george bush geraldine ferarro vice presidential candidate,0
3099,1988-10-13,hope good job one relatively clean record conflict interest public life governor exhort young people get public service,1
3100,1988-10-13,andrea think responsibility try address issue,1
3101,1960-10-07,stood strong foreign policy strong national defense result produced wilson president roosevelt president truman,0
3102,2012-10-16,moment ago get chance describing chinese investment forth,1
3103,1996-10-16,oscar question federal government limit access tobacco young people one biggest difference senator dole,0
3104,1996-10-06,think man grabbed shoulder tear eye said daughter dying cancer thanked giving chance spend time without losing job family medical leave act,0
3105,1992-10-11,like mr perot held crack baby arm,0
3106,2000-10-03,think need attorney general say law broken enforce,1
3107,1992-10-19,party carry huge blame shoulder,0
3108,1960-09-26,building record believe secret progress know way progress,1
3109,1976-10-22,say several hundred,0
3110,1996-10-16,drug apply teenager everybody america,1
3111,2016-10-19,earthquake hurricane devastated haiti,0
3112,2004-10-13,opponent got plan retreat defeat iraq,1
3113,1976-10-22,result wonderful experience united state new spirit america,1
3114,1992-10-15,let also say election today,0
3115,1992-10-11,way better tax spend retrain get control mandatory spending program,1
3116,1988-09-25,providing housing family low moderate income making possible young family first time home buyer home day something part american dream,1
3117,1988-10-13,think american people would appreciate,1
3118,2012-10-03,said put place tax cut add deficit,0
3119,1960-10-07,going test strength,1
3120,2016-10-19,even apologize wife sitting right anything,0
3121,2008-10-07,introduced first legislation forced vote,0
3122,2012-10-16,governor romney talked china already indicated,0
3123,1984-10-21,president must know thing,1
3124,2004-10-13,giving away nothing,1
3125,2016-09-26,think come somewhat different perspective,1
3126,2008-10-15,well bob asked direct question,0
3127,2016-09-26,may find information still alive may prove intelligence benefit,0
3128,1996-10-16,anything going change america get economy growing,1
3129,2004-09-30,people seeing happening afghanistan,1
3130,2008-10-15,thing need examined course,1
3131,2008-10-07,fact said want announce going attack pakistan,0
3132,2004-09-30,passed resolution said disclose disarm face serious consequence,0
3133,2000-10-11,sorry tell know record,0
3134,1996-10-16,brought leader washington day ago,0
3135,1988-10-13,favor supply maintenance production control,1
3136,1984-10-21,want nation fairness one denied fullness life discriminated deal compassionately midst trouble,1
3137,1976-09-23,mr nixon resigned became president,0
3138,2016-10-09,funding million put million million million million campaign,1
3139,2008-09-26,folk struggling crisis took place,0
3140,2008-09-26,said let u win,0
3141,2008-10-07,senator mccain different kind approach,0
3142,2008-09-26,said president karzai,0
3143,2004-10-13,actually empty promise,1
3144,2008-10-15,think important point got president understands benefit free trade also going enforce unfair trade agreement going stand country,1
3145,1984-10-07,well first gave benefit doubt house deal,1
3146,2012-10-03,due policy,1
3147,2012-10-16,governor romney successful investor,0
3148,2004-09-30,need fresh start new credibility president bring ally side,1
3149,1992-10-19,mine grow government invest government invest,1
3150,1996-10-16,beyond need address economy,1
3151,1980-10-28,got senator correct mistake mistake,0
3152,2016-10-09,might difference lot debate,0
3153,2004-09-30,going shut program going make clear world serious containing nuclear proliferation,1
3154,2012-10-16,important thing make sure creating job country,1
3155,2004-10-13,neill said come,0
3156,1976-10-06,would inconceivable ten fifteen year ago u brought knee arab oil embargo,1
3157,1960-10-13,,1
3158,2000-10-03,hope office shortly,1
3159,1976-09-23,addition ought shift toward use coal particularly appalachian region coal located,0
3160,2016-09-26,know responded quickly professionally attack occurred rahami,1
3161,2016-10-19,working reform school arkansas,0
3162,1992-10-19,far back considered odd even though tiny little company time made national magazine,0
3163,1976-09-23,think american people want republican president check excess come next congress democratic congress,1
3164,1960-10-13,far president eisenhower concerned often heard discus question,0
3165,1996-10-16,second,0
3166,1988-09-25,formula given work put good economic model got good economist west coast michael boskin marty feldstein respected economist massachusetts,0
3167,1980-09-21,think got fiscal restraint,1
3168,1992-10-19,wilt quit,0
3169,2016-09-26,immediately put use,0
3170,2012-10-22,force agreement end conflict existed,1
3171,2000-10-11,country looking u,1
3172,1992-10-11,got plan announced small business,0
3173,2000-10-17,said administered fairly justly,1
3174,1960-09-26,essential man president country certainly stand every program mean growth,1
3175,1988-09-25,said card carrying member aclu,0
3176,1988-09-25,want see rural redevelopment front favor alternate source energy one gasohol come using corn think better term biodegradable lot product optimistic agricultural economy,1
3177,1984-10-21,grateful chance reaffirm commitment reduce nuclear weapon one day eliminate entirely,1
3178,2008-10-07,think policy threatening kill american,0
3179,1980-10-28,offshore drilling right question governor reagan raise often,0
3180,2008-10-15,neither health insurance,0
3181,1980-09-21,gone great depression lifetime literally worldwide almost brought u knee,0
3182,1976-10-22,well mr uh nelson uh testified two committee house senate precisely question asked,0
3183,2012-10-22,look record last four year say iran closer bomb,1
3184,1992-10-15,big argument governor taking different position different issue trying one thing one person opposing nafta agreement call waffling,0
3185,2008-10-07,lebanon stood president reagan hero said send marine possibly beneficially affect situation,0
3186,1980-09-21,john congress year,0
3187,1996-10-16,ross perot complains,1
3188,2004-10-08,happy found weapon got intelligence group together figure,0
3189,2004-10-13,think lot people going want keep today,1
3190,2000-10-17,hope people understand medicare today important keep new medicine,1
3191,1976-10-22,mr ford choice make,0
3192,2000-10-11,disagree know cause global warming,1
3193,1988-10-13,also serious guy,1
3194,2004-10-13,viewed service opportunity serve country,1
3195,1976-10-22,civilian labor market fighting anywhere around world today,0
3196,2004-09-30,never picked necessary transfer authority transfer reconstruction,0
3197,2000-10-03,one serious problem hear well system government undermined much influence coming special interest money,1
3198,1988-10-13,way kill expansion raise tax,1
3199,2000-10-03,hope wealthy people,1
3200,2008-09-26,got bracelet sergeant mother sergeant ryan david jopeck ph given green bay,0
3201,1996-10-16,know like look welfare head,1
3202,1992-10-19,made mistake know difference think knew time going take lot political flak,1
3203,2004-10-08,know made decision israel unpopular,0
3204,2004-09-30,plan say election january,0
