,date_commenced,claim,verdict
5596,2012-10-03,training program right got housed federal government reporting eight different agency mitt romney governor,1
5597,2008-10-15,believe strongly nominee united state supreme court based qualification rather litmus test john mccain senator,0
5598,1992-10-15,going new congress old one want get man made post office scandal bank scandal george bush president,1
5599,2000-10-17,wish knew law would darn sure sign george w bush governor,0
5600,1984-10-07,went tried cut billion medicare walter mondale former vice president,1
5601,1992-10-19,say need better term stimulating private business george bush president,0
5602,2004-09-30,need smarter wage war terror john kerry senator,0
5603,1988-09-25,matter fact mr bush chairman task force international terrorism issued report shortly decision made said rightly never ever make concession terrorist hostage taker michael dukakis governor,1
5604,1960-10-21,opposed program president roosevelt others minimum wage housing economic growth development natural resource tennessee valley rest john f kennedy senator,1
5605,1992-10-15,true export mexico example gone trade deficit gone also true today record high trade deficit announced japan bill clinton governor,1
5606,2000-10-17,state texas george w bush governor,0
5607,1992-10-15,know nobody like shot john think first negative campaign run election governor clinton going sit punching bag going stand say hey listen side george bush president,0
5608,1996-10-06,reach perot voter bob dole senator,0
5609,2012-10-22,president funded iron dome program stop missile barack obama president,1
5610,2004-10-08,trying get rid sanction reason wanted restart weapon program george w bush president,1
5611,2016-10-19,well quickly clinton foundation spend percent percent money donated behalf program people around world country hillary clinton secretary state,1
5612,2012-10-16,whole bunch oil company lease public land using barack obama president,1
5613,2004-09-30,believe transformational power liberty george w bush president,0
5614,2016-10-09,want vote nothing come back four year later donald trump businessman,0
5615,2004-10-08,tax loophole right john kerry senator,1
5616,2004-09-30,right move join foreign court could people could prosecuted george w bush president,0
5617,2008-09-26,actually believe need missile defense iran north korea potential obtain launch nuclear weapon also believe spending hundred million dollar nuclear proliferation making mistake barack obama senator,1
5618,1976-09-23,congress modify supply money modifying income uh tax law jimmy carter governor,1
5619,1996-10-06,administration administration expedite bob dole senator,0
5620,2012-10-03,come social security said need major structural change order make sure social security future barack obama president,0
5621,1984-10-07,president say democratic party made turn left walter mondale former vice president,1
5622,2004-09-30,alliance strong george w bush president,0
5623,2016-09-26,going country donald trump businessman,0
5624,2016-09-26,know join debate saying crazy thing hillary clinton secretary,0
5625,2012-10-16,want legal system work better mitt romney governor,0
5626,1976-10-06,believe know country ought jimmy carter governor,0
5627,1976-10-22,office minority business department commerce made available money trying help uh black businessmen minority businessmen administration since office established gerald r ford president,1
5628,2008-10-15,people democrat republican shaped idea surrounding white house barack obama senator,0
5629,1960-10-13,let remember way win retreat surrender richard nixon vice president,0
5630,2016-10-09,opinion many others national security expert republican former republican member congress hillary clinton secretary state,1
5631,2000-10-17,vast majority family business would completely exempt others would sharply reduced al gore vice president,1
5632,2004-09-30,course u n invited george w bush president,1
5633,2004-10-13,long overdue time raise minimum wage john kerry senator,0
5634,2012-10-22,truth though al qaeda much weaker came office barack obama president,1
5635,1980-09-21,going around country think found great hunger america spiritual revival ronald reagan governor,0
5636,2004-10-13,president denied million woman year hesitate fight millionaire john kerry senator,1
5637,2016-09-26,reason say braggadocio way donald trump businessman,0
5638,1980-10-28,look like bombed city great gaunt skeleton building ronald reagan governor,0
5639,1996-10-16,united state america bob dole senator,0
5640,1980-10-28,today would find promise heart republicanism represents country today ronald reagan governor,0
5641,1988-09-25,want see control project want keep interest rate george bush vice president,0
5642,2016-10-09,many friend took bigger deduction donald trump businessman,1
5643,2016-10-19,want u help small business hillary clinton secretary state,0
5644,2000-10-03,look funding crisis around country al gore vice president,1
5645,1984-10-21,first joint chief staff went president said put troop walter mondale former vice president,1
5646,2000-10-03,intention earn vote earn confidence george w bush governor,0
5647,1980-09-21,case failure meet test lack manning requirement inability fill many slot division john anderson congressman,1
5648,1976-09-23,recommended h housing program reduce payment moderate monthly payment gerald r ford president,1
5649,1988-09-25,problem mr bush cut back percent commitment affordable housing family low moderate income michael dukakis governor,1
5650,2000-10-03,secondly one thing careful politics throwing money system yet reformed george w bush governor,0
5651,2016-10-19,well chris let respond horrifying hillary clinton secretary state,0
5652,2012-10-22,first lady done great work organization called joining force putting veteran back work barack obama president,1
5653,1980-10-28,time said earlier added nine million net new job period time record never achieved jimmy carter president,1
5654,2008-09-26,press afghan government make certain actually working people barack obama senator,0
5655,2008-10-07,parent struggling get health insurance child senator obama fine john mccain senator,1
5656,1996-10-16,put heavy burden state like except emergency bob dole senator,0
5657,2004-10-08,stuck senate trial lawyer act george w bush president,1
5658,2012-10-22,came office trillion debt trillion debt mitt romney governor,1
5659,1960-09-26,well obviously view little different richard nixon vice president,0
5660,1992-10-19,everybody know terrible price paying waiting obvious brain dead problem ross perot independent candidate,0
5661,1984-10-07,answering question walter mondale former vice president,0
5662,2008-10-15,want emphasize though strong proponent pay go barack obama senator,1
5663,2012-10-22,move forward go back barack obama president,0
5664,1996-10-06,actually people government except people defense related job bob dole senator,1
5665,2012-10-03,one thing suspect governor romney probably agree getting business work community college setting training program barack obama president,0
5666,2008-09-26,doubt gon na affect budget barack obama senator,0
5667,2008-09-26,problem john strategy pursued year coddled musharraf alienated pakistani population anti democratic barack obama senator,1
5668,1992-10-11,reduced number troop deployed going deployed george bush president,1
5669,2012-10-22,governor romney keep trying know airbrush history barack obama president,0
5670,1992-10-15,trade fair term favor investment america bill clinton governor,0
5671,1976-09-23,nuclear power increased research development uh energy research development agency uh substantially insure ener uh nuclear power plant safer efficient adequate safeguard gerald r ford president,1
5672,1960-10-07,permit maintain self respect john f kennedy senator,0
5673,2016-10-19,want get everybody shadow get economy working let employer like donald exploit undocumented worker hurt also hurt american worker hillary clinton secretary state,1
5674,2012-10-22,pakistan important region world u pakistan nuclear warhead rushing build lot mitt romney governor,1
5675,1996-10-06,forget happened bob dole senator,1
5676,1960-10-21,think senator kennedy policy recommendation handling castro regime probably danger dangerously irresponsible recommendation made course campaign richard nixon vice president,0
5677,1976-09-23,republican done u jimmy carter governor,0
5678,1988-09-25,well choice make michael dukakis governor,0
5679,1996-10-06,ran president said cut deficit half four year cut percent bill clinton president,1
5680,2004-10-13,signed homeland security bill better align asset resource george w bush president,1
5681,2016-09-26,disagrees keeping neighborhood safe hillary clinton secretary,0
5682,2004-10-13,kid arizona health insurance john kerry senator,1
5683,1976-10-06,complains secrecy yet quoted saying attempt find solution middle east would hold unpublicized meeting soviet union presume purpose imposing settlement israel arab nation gerald r ford president,1
5684,2016-10-19,quoting hillary clinton secretary state,0
5685,1992-10-15,person ever balanced government budget presented cut spending repeatedly bill clinton governor,1
5686,1984-10-07,soon get economy sound ground well like see total repeal indexing walter mondale former vice president,0
5687,2004-10-08,also mean target thing easier move quickly mean need lighter quicker facile highly trained george w bush president,0
5688,2012-10-03,approach say strengthen system long term barack obama president,0
5689,1980-10-28,opportunity improved transportation system improved loading facility port see good opportunity world international market replace opec oil american coal basic energy source jimmy carter president,1
5690,2016-09-26,sanctioned hillary clinton secretary,1
5691,2012-10-16,tell elect president obama know going get mitt romney governor,0
5692,1996-10-06,important future bob dole senator,0
5693,1960-10-13,guinea ghana two independent country within last three year guinea fifty seven ghana within last eighteen month supporting soviet foreign policy u n mr herter said john f kennedy senator,1
5694,1996-10-06,worked hard end northern korean nuclear threat bill clinton president,0
5695,1988-09-25,decent affordable healthcare working family michael dukakis governor,0
5696,2008-10-07,said going encourage democracy pakistan expand nonmilitary aid pakistan stake working u insisting go militant barack obama senator,1
5697,1996-10-16,competitive country world fight open market go try make sale trade ambassador commerce secretary people administration trying bill clinton president,0
5698,2008-10-07,respect fannie mae senator mccain mention fact bill talked bill barack obama senator,1
5699,1960-09-26,say majority john f kennedy senator,1
5700,2008-10-15,exxon mobil oil company example would get additional billion tax break barack obama senator,1
5701,1992-10-11,taxing people get billion george bush president,1
5702,1992-10-19,got go people ross perot independent candidate,0
5703,2012-10-03,government takeover health care barack obama president,1
5704,1988-10-13,thirty seven george bush vice president,1
5705,1976-10-06,today according prime minister rabin soviet union weaker middle east many many year gerald r ford president,1
5706,2012-10-22,mobilized sanction government barack obama president,1
5707,1992-10-11,tell bill clinton governor,0
5708,1980-09-21,instead think second quarter consumer price index registering around john anderson congressman,1
5709,1988-09-25,might explanation tell program george bush vice president,0
5710,2016-10-09,price oil way hillary clinton secretary state,1
5711,2016-10-19,hope move last week campaign people understand stake election hillary clinton secretary state,0
5712,2004-10-13,terrorist come america go gun show without even background check buy assault weapon today john kerry senator,1
5713,2000-10-03,fdr established social security call iou called full faith credit united state al gore vice president,1
5714,1988-09-25,agree george bush vice president,0
5715,1984-10-21,happens south africa example nobel prize winner day ago said administration seen working oppressive government south africa walter mondale former vice president,1
5716,1960-10-13,certainly going peace giving indicating advance going defend become symbol freedom richard nixon vice president,0
5717,1992-10-19,appreciate sacrifice family make ross perot independent candidate,0
5718,2008-09-26,time john mccain senator,0
5719,2000-10-03,go everybody pay tax george w bush governor,0
5720,2012-10-22,unfortunately kind opinion offered throughout campaign recipe american strength keeping america safe long haul barack obama president,0
5721,1996-10-16,also use account health care education first home bob dole senator,1
5722,1976-10-06,mr ford pressure atomic energy lobby insisted reprocessing rather en enrichment done private industry existing uh government uh plant jimmy carter governor,1
5723,1960-10-21,mr herter said island indefensible john f kennedy senator,1
5724,2012-10-16,good economy good job creation barack obama president,0
5725,2004-09-30,know every life precious george w bush president,0
5726,2000-10-11,directly relevant jim al gore vice president,0
5727,2008-09-26,consequence lost legitimacy pakistan barack obama senator,1
5728,2004-10-08,king abdullah jordan said yesterday day hold election iraq chaos going today john kerry senator,1
5729,1960-09-26,four democrat voted john f kennedy senator,1
5730,1996-10-16,proud voted right candidate bob dole senator,0
5731,1984-10-21,going roll mr mondale suggests give something could turn around used u ronald reagan president,0
5732,1996-10-06,let people save ira withdraw without tax penalty education home buying medical expense right way go st century balance budget cut tax balloon billion tax scheme bill clinton president,0
5733,1976-10-06,secretary kissinger meeting uh prime minister smith rhodesia able convince best interest white well black rhodesia find answer transitional government majority government gerald r ford president,1
5734,2016-10-19,concluded case said fbi rigged hillary clinton secretary state,1
5735,2016-10-19,country border donald trump businessman,0
5736,1996-10-16,want talk responsibility responsibility bill clinton president,0
5737,2016-10-09,hillary clinton want put miner business donald trump businessman,1
5738,1960-10-07,believe john f kennedy senator,0
5739,2004-10-13,also people sicker health insurance john kerry senator,0
5740,2012-10-22,egypt muslim brotherhood president mitt romney governor,1
5741,1984-10-07,second fact housing unit senior citizen president dedicated buffalo made possible federal assistance program senior citizen president budget sought terminate walter mondale former vice president,1
5742,1992-10-15,since became president country gone democratic longer totalitarian longer living dictatorship communist rule george bush president,1
5743,1980-10-28,past minority group often excluded participation affair government jimmy carter president,1
5744,1960-09-26,franklin roosevelt said inaugural generation american rendezvous destiny john f kennedy senator,1
5745,2004-10-13,listen child left behind act really job act think george w bush president,0
5746,2000-10-17,going happen earn confidence george w bush governor,0
5747,2012-10-03,wrong way go mitt romney governor,0
5748,2016-10-09,work closely partner ally ground hillary clinton secretary state,0
5749,2000-10-17,number uninsured gone past seven year george w bush governor,1
5750,1976-09-23,uh advocated uh past week consolidation responsibility energy jimmy carter governor,1
5751,1992-10-19,suggest core problem country spent million lobbying country ross perot independent candidate,1
5752,1996-10-16,somebody wanted cardiologist ten year certain complied rule extreme medical plan government going take american bob dole senator,0
5753,2008-10-15,country helping u try stop flow drug country killing young american john mccain senator,1
5754,2008-10-15,included financial package proposal get homeowner position renegotiate mortgage barack obama senator,1
5755,2016-10-19,regret would like see people come together say course going protect defend second amendment hillary clinton secretary state,0
5756,1992-10-19,going hard time rebuilding bill clinton governor,0
5757,2012-10-03,think math common sense history show u recipe job growth barack obama president,0
5758,2008-09-26,mistake made give senator mccain great credit torture issue identified something undermines long term security thing think going lot work next administration restore sense america shining beacon hill barack obama senator,1
5759,2016-10-09,fact almost everything done foreign policy mistake disaster donald trump businessman,0
5760,2004-10-08,talking third world drug john kerry senator,0
5761,2000-10-11,quote number want telling care people texas george w bush governor,0
5762,2012-10-03,one way one could mitt romney governor,0
5763,2000-10-11,registration gun george w bush governor,1
5764,2012-10-16,president cut half number license permit drilling federal land federal water mitt romney governor,1
5765,2008-09-26,hard get john mccain senator,0
5766,2008-10-15,choice competition amongst school one key element already proven place like new orleans new york city place charter school take good teacher reward promote john mccain senator,1
5767,1984-10-07,last month million people gotten job created new job people million civilian working million count military ronald reagan president,1
5768,1992-10-15,mention one beasley academic center chicago bill clinton governor,0
5769,1976-10-22,since office two half million american people lost job jimmy carter governor,1
5770,2000-10-03,therefore want rebuild military power george w bush governor,0
5771,1992-10-11,tonight say president mr bush year way bill clinton governor,0
5772,2000-10-03,campaigning getting prescription drug senior george w bush governor,1
5773,1976-09-23,believe end first four year uh next term could unemployment percent adult unemployment uh half percent overall uh controlled inflation rate uh balance growth uh percent around percent would give u balanced budget jimmy carter governor,1
5774,2016-10-09,pay hundred million dollar tax donald trump businessman,1
5775,2016-10-09,final thing would say th th time denied war iraq hillary clinton secretary state,1
5776,2000-10-03,environmentally friendly way george w bush governor,0
5777,2016-10-19,fighting mosul donald trump businessman,1
5778,2012-10-16,government create job mitt romney governor,0
5779,2012-10-22,came office world divided barack obama president,0
5780,2004-10-13,fact president driving largest deficit american history john kerry senator,1
5781,2008-10-07,let community health center john mccain senator,0
5782,1980-10-28,matter fact importing today one third le oil overseas year ago jimmy carter president,1
5783,2008-09-26,want cut business remain united state america create job john mccain senator,0
5784,2012-10-03,reason small business pay individual rate percent america worker work business taxed corporate tax rate individual tax rate mitt romney governor,1
5785,1992-10-11,create job hurry place ross perot independent candidate,0
5786,1984-10-21,surprise u outnumbered u submarine percent bomber capable carrying nuclear missile ronald reagan president,1
5787,2016-10-19,take tremendous amount money donald trump businessman,1
5788,2000-10-03,matter fact read new york time said co sponsored mccain feingold campaign fundraising bill george w bush governor,1
5789,1960-09-26,looking problem united state move ahead united state moving think well take advice famous campaigner let look record richard nixon vice president,0
5790,1988-10-13,see five kid country spouse george bush vice president,0
5791,1996-10-16,well one thing tried make sure everybody country managed care plan least three choice plan would right get without penalty every year bill clinton president,1
5792,2016-10-09,hateful divisive campaign run inciting violence rally brutal kind comment woman american kind american hillary clinton secretary state,0
5793,2016-10-19,biggest complaint problem going world many problem caused hillary clinton barack obama donald trump businessman,0
5794,1976-09-23,seemed uh adequately effectively handle problem high inflation growing recession uh involvement united state still vietnam give hundred percent time two major problem gerald r ford president,0
5795,1996-10-06,thirdly bosnia virtual miracle return war least election bill clinton president,1
5796,2012-10-22,also develop clean energy technology allow u cut export half barack obama president,0
5797,1960-10-07,india lose battle thirty five per cent people underdeveloped world within border believe balance power could move u john f kennedy senator,1
5798,2012-10-03,primary beneficiary repeal insurance company estimated gain billion dollar back making senior healthier barack obama president,1
5799,1988-10-13,think flexible way solve pressing problem particularly affect child george bush vice president,0
5800,2008-10-07,georgia ukraine major gateway energy europe john mccain senator,1
5801,1996-10-16,think united state whatever reasonably bill clinton president,0
5802,2012-10-22,seen progress need convinced strong leadership effort build strategy based upon helping nation reject extremism see kind peace prosperity world demand mitt romney governor,0
5803,2000-10-03,time fresh start season cynicism george w bush governor,0
5804,2008-09-26,conspicuousness presence matched absence focused iraq barack obama senator,0
5805,1992-10-11,worked hard create good job educate people bill clinton governor,0
5806,1992-10-15,worked community bypassed congress one ross community across country george bush president,1
5807,1996-10-16,like social security fund year life instead year life bill clinton president,0
5808,2004-09-30,see tv screen hard george w bush president,0
5809,1960-10-07,soviet union expressed regret u bering sea incident john f kennedy senator,1
5810,1988-09-25,judge record george bush vice president,0
5811,1996-10-16,third thing think need forum like one reason strongly supported campaign finance reform bill clinton president,0
5812,2016-10-09,want sign tpp even though say donald trump businessman,1
5813,2008-10-15,going give take wherever want go give affordability john mccain senator,0
5814,1988-10-13,let simply say record vote cut cola george bush vice president,1
5815,2016-09-26,tell well simple say donald trump businessman,0
5816,1992-10-19,productivity country way productivity george bush president,0
5817,2008-10-07,friend last president raise tax tough economic time herbert hoover practiced protectionism well sure get point john mccain senator,1
5818,1992-10-11,strongly feel ross perot independent candidate,0
5819,1976-09-23,could uh also uh help youth proposal uh would give young people opportunity work learn time like give money young people going college gerald r ford president,0
5820,1988-10-13,michael dukakis governor,1
5821,2004-09-30,president moved troop got time number troop iraq afghanistan osama bin laden john kerry senator,1
5822,2012-10-03,governor romney proposal promoting month call trillion tax cut top trillion additional spending military barack obama president,1
5823,2012-10-16,number two recognized going woman workforce sometimes need flexible mitt romney governor,0
5824,1988-10-13,secondly opposed grain embargo ask godfather grain embargo one top foreign policy adviser michael dukakis governor,0
5825,2016-10-19,iran write u letter thank like really stupid stupidest deal time deal going give iran absolutely nuclear weapon donald trump businessman,1
5826,2004-10-13,across country go ohio million ohioan health insurance lost president bush wisconsin wisconsinite lost president bush john kerry senator,1
5827,1984-10-21,fortunately democracy took nation embarrassed current administration adoption policy walter mondale former vice president,0
5828,2008-09-26,senator obama say nuclear reprocessing storing john mccain senator,1
5829,1960-09-26,trip south america made recommendation separate inter american lending agency set south american nation would like much better lend participate lending agency treated country world richard nixon vice president,1
5830,2016-10-09,voted donald trump businessman,1
5831,1996-10-16,assume trading partner bob dole senator,0
5832,2008-09-26,everybody around knew knew failed state john mccain senator,0
5833,2016-10-09,take look senate run donald trump businessman,0
5834,2012-10-16,want percent american people bright prosperous future mitt romney governor,0
5835,2008-10-15,would consider anyone qualification john mccain senator,0
5836,2004-10-13,know govern country look new york city see percent black male unemployed see percent hispanic child black child city dropping high school john kerry senator,1
5837,2004-10-13,tried find common ground make u strong american john kerry senator,0
5838,2008-10-07,u u stood john mccain senator,1
5839,1984-10-21,working right trying help southern africa regard independence namibia removal cuban surrogate thousand angola ronald reagan president,1
5840,2004-10-08,patriot act vital way george w bush president,0
5841,1988-10-13,though trying understand heartbeat country george bush vice president,0
5842,2008-10-07,obviously supported effort united state go militarily opposed think john mccain senator,1
5843,2016-10-19,gun lobby side hillary clinton secretary state,1
5844,1988-10-13,serious stage negotiation soviet union strategic arm control talk george bush vice president,1
5845,2016-09-26,ever since first day campaign called criminal justice reform hillary clinton secretary,1
5846,1976-10-06,unemployment rate le percent jimmy carter governor,1
5847,2012-10-16,expanded pell grant million people including million young woman across country barack obama president,1
5848,2004-10-13,america paying already billion billion finished much probably john kerry senator,1
5849,2016-10-09,country slowest growth job disaster donald trump businessman,1
5850,2004-10-08,said thought saddam hussein grave threat said mistake remove saddam hussein power george w bush president,1
5851,1960-10-21,soviet union refused agree went summit disastrous john f kennedy senator,1
5852,2016-10-19,donor know buffett took hundred million dollar soros george soros took hundred million dollar donald trump businessman,1
5853,1980-10-28,second phase iranian affair something ronald reagan governor,1
5854,2008-10-15,every dollar proposed proposed additional cut match barack obama senator,1
5855,2004-09-30,never let troop hunt kill terrorist wherever john kerry senator,0
5856,2000-10-17,pay tax going get benefit george w bush governor,0
5857,1996-10-06,record ten half million job rising income falling crime rate welfare roll strong america peace bill clinton president,1
5858,1996-10-16,know men woman today wearing uniform receive food stamp bob dole senator,1
5859,2000-10-03,couple difference though jim al gore vice president,0
5860,2000-10-03,made number one priority budget tax cut wealthy al gore vice president,1
5861,2016-09-26,best best ever donald trump businessman,0
5862,2012-10-16,think important know process necessary get company back foot could start hiring people mitt romney governor,0
5863,1960-10-07,done provide equality education section united state john f kennedy senator,0
5864,2004-10-13,going let everybody buy health care plan senator congressman give john kerry senator,0
5865,2004-10-13,make sure education system work george w bush president,0
5866,2000-10-03,know working pretty hard eight year ago al gore vice president,0
5867,2016-09-26,record show right donald trump businessman,1
5868,1976-09-23,uh mr ford vetoed said earlier four time many bill per year mr nixon jimmy carter governor,1
5869,1996-10-16,always least percent bob dole senator,1
5870,2004-10-13,see security issue see economic issue see human right issue george w bush president,0
5871,1992-10-15,home initiative home ownership initiative hope passed congress good start people home instead living deadly tenement george bush president,1
5872,2000-10-11,chip program got late start government meet four month every two year mr vice president george w bush governor,1
5873,1996-10-06,think take look bob dole senator,0
5874,1976-10-22,go process registration effect penalizing individual us gun legitimate purpose gerald r ford president,0
5875,2016-09-26,probably trillion bring country lester donald trump businessman,1
5876,2016-09-26,secretary clinton talk mean take admiral take general day political hack see led country brilliantly last year knowledge donald trump businessman,0
5877,2012-10-03,time regulation become excessive mitt romney governor,0
5878,1996-10-16,would wind mean last question would mischaracterize try make happy bill clinton president,0
5879,2012-10-16,going lose deduction buy sale pitch barack obama president,0
5880,2012-10-16,plan make sure folk top play different set rule barack obama president,0
5881,2012-10-22,one thing think american proud tunisian began protest nation administration stood earlier country barack obama president,1
5882,1992-10-19,totally focussed fact still evading issue glaspie paper ross perot independent candidate,1
5883,1960-10-21,right soviet gun soviet troop difficult position taking anything independent position would independent soviet union richard nixon vice president,0
5884,1980-09-21,simply proposed month ago emergency excise tax gasoline john anderson congressman,1
5885,2000-10-03,trillion mr vice president george w bush governor,1
5886,1996-10-16,ended vote decided pull plug bob dole senator,1
5887,1988-09-25,happens fact george bush vice president,1
5888,1980-09-21,would tax paid consumer asked believe way would get back consumer ronald reagan governor,0
5889,2004-10-08,mean moving troop korea replacing effective weapon george w bush president,1
5890,2016-10-09,need leverage russian going come negotiating table diplomatic resolution unless leverage hillary clinton secretary state,0
5891,2000-10-03,many public school meeting call george w bush governor,1
5892,2000-10-17,able future depends upon al gore vice president,1
5893,1980-10-28,year republican party platform called guaranteeing woman equal right constitutional amendment jimmy carter president,1
5894,1960-09-26,otherwise steady rate economic growth mr nixon mr rockefeller meeting said five per cent economic growth would bring ten billion dollar extra tax revenue john f kennedy senator,1
5895,2016-10-09,obamacare total disaster donald trump businessman,0
5896,2004-10-13,see serious problem george w bush president,0
5897,2000-10-17,proud fact hold people accountable george w bush governor,0
5898,2016-10-09,think lot isi leader mosul donald trump businessman,1
5899,1976-10-22,economic growth le half today beginning year jimmy carter governor,1
5900,1996-10-16,stop senseless litigation let people work america bob dole senator,0
5901,2004-10-08,say well going raise tax rich said top two bracket george w bush president,1
5902,1992-10-19,nd debate offered since side want enterprise zone get together said take day go washington hold hand get done ross perot independent candidate,1
5903,2000-10-17,sure th grade kid listening saying guy say anything get elected george w bush governor,0
5904,1992-10-15,social security surplus billion bill clinton governor,1
5905,2016-10-19,obama million people moved country donald trump businessman,1
5906,2008-10-15,know save billion dollar defense spending john mccain senator,0
5907,1992-10-19,people lobbying lobbying congress george bush president,1
5908,1992-10-11,experience creating worst public school system industrialized world violent crime ridden society industrialized world ross perot independent candidate,0
5909,1960-10-13,never criticized u flight general however john f kennedy senator,1
5910,2008-10-07,senator mccain talk lot drilling important three percent world oil reserve use percent world oil barack obama senator,1
5911,1960-09-26,would suggest take credit would presume since committee formed price line held well within united state richard nixon vice president,1
5912,2016-09-26,working nato longest military alliance history world really turn attention terrorism hillary clinton secretary,1
5913,1996-10-06,american gone first place let defend right article united nation charter bob dole senator,1
5914,1984-10-21,know cuban state police state life worked way demonstrates walter mondale former vice president,0
5915,1976-10-22,compare unemployment sought uh present time administration people military war fighting overseas administration reduced size military million four hundred thousand gerald r ford president,1
5916,2004-10-08,pull internet john kerry senator,0
5917,2012-10-16,graduated top quarter airline gave john abigail adam scholarship four year tuition free college choice massachusetts public institution mitt romney governor,1
5918,2008-10-15,everything improve adoption country john mccain senator,0
5919,1976-09-23,hope complete uh responsibility shoulder help bring fair uh criminal justice system also bring uh end divise divisiveness occurred country uh result vietnam war jimmy carter governor,0
5920,2012-10-16,mean instance virtue new technology actually get energy need north america without go arab venezuelan anyone else mitt romney governor,1
5921,1976-09-23,extra billion would uh add deficit would add inflationary pressure would help destroy job private sector make job job really gerald r ford president,1
5922,2004-09-30,would u n inspector john kerry senator,0
5923,1984-10-07,indeed borrow billion pay check ronald reagan president,1
5924,1976-10-06,achieved five three quarter year uh sale minimum six million metric ton mean already bought four million metric ton year bound buy another two million metric ton take grain corn wheat american farmer produced order uh full production gerald r ford president,1
5925,1996-10-06,getting back personal difference think jim little specific think president could clarify one thing tonight question pardon bob dole senator,0
5926,1984-10-21,president must manage budget walter mondale former vice president,0
5927,2016-09-26,question asked united state hillary clinton secretary,0
5928,2012-10-03,past governor romney said want repeal dodd frank roll back barack obama president,1
5929,2004-10-13,billion last year top percent american kid lost school program john kerry senator,1
5930,2004-10-08,recession one shallowest modern history george w bush president,1
5931,1976-10-22,matter fact based announcement week annual rate million eight hundred thousand new house built tremendous increase last year substantial increase earlier part year gerald r ford president,1
5932,2012-10-16,today million people food stamp mitt romney governor,1
5933,2004-10-13,measurement safer john kerry senator,0
5934,2012-10-03,said going lower tax rate mitt romney governor,1
5935,1976-10-22,lower nine point point two percent growth first quarter lower uh percent growth second quarter gerald r ford president,1
5936,1976-09-23,percent exact percent tax benefit go percent richest people country percent increase payroll deduction since mr nixon went office eight year ago jimmy carter governor,1
5937,2000-10-03,simple difference al gore vice president,0
5938,2016-10-19,given lot lot credit donald trump businessman,1
5939,1960-10-07,know future going bring john f kennedy senator,0
5940,1988-09-25,take look position aclu george bush vice president,0
5941,2016-09-26,country need new road new tunnel new bridge new airport new school new hospital donald trump businessman,0
5942,2016-10-09,tell hillary brings point like talk word said year ago think disgraceful think ashamed want know truth donald trump businessman,0
5943,2008-10-07,senator mccain proposes billion tax cut continuation bush tax cut additional billion going give big corporation including big oil company billion worth money system barack obama senator,1
5944,2004-10-13,secondly liberal senator massachusetts would say percent increase funding education enough george w bush president,1
5945,2012-10-22,unacceptable u essential president show strength beginning make clear acceptable acceptable mitt romney governor,0
5946,1996-10-16,never supported quota bill clinton president,1
5947,1996-10-06,think ought lifting moving child forward bill clinton president,0
5948,1980-09-21,believe inflation today caused government simply spending government take time government imposed upon business industry shopkeeper corner biggest industrial plant america countless harassing regulation punitive tax reduced productivity time increased cost production ronald reagan governor,0
5949,1988-10-13,defense budget today take far le percentage gross national product president kennedy time example moved tremendously george bush vice president,1
5950,1988-09-25,spend spend spend going wrap housing market go right back day misery index malaise president reagan overcome thank god united state one george bush vice president,0
5951,2000-10-03,difference al gore vice president,0
5952,2008-10-07,know senator mccain fundamental disagreement economy starting senator mccain statement earlier thought fundamental economy sound barack obama senator,1
5953,1988-09-25,got wide array difference george bush vice president,0
5954,2000-10-03,answer short term need get america george w bush governor,0
5955,2012-10-22,well first government make business successful mitt romney governor,0
5956,1992-10-15,plan would dedicate billion year next year investment new transportation communication environmental clean ups new technology st century bill clinton governor,1
5957,2016-09-26,right something donald supported along gun lobby right got many military style weapon street hillary clinton secretary,1
5958,1960-10-21,eleven dictator came power latin america richard nixon vice president,1
5959,1976-09-23,recommended congress increase production country six hundred million ton year twel billion two hundred million ton gerald r ford president,1
5960,1960-09-26,secondly think question uh program advocate party record lead john f kennedy senator,0
5961,1996-10-06,inconvenient senator dole truth reduced size government republican predecessor bill clinton president,1
5962,1996-10-16,half people country pension plan bill clinton president,1
5963,1992-10-19,defend honor state bill clinton governor,0
5964,2000-10-17,let tell position gun general sir mind george w bush governor,0
5965,1980-10-28,recent figure last three month third quarter year inflation rate still high illustrates vividly addition providing enormous number job nine million new job last three half year inflationary threat still urgent u jimmy carter president,1
5966,1980-09-21,dear voter auction block two candidate bidding vote john anderson congressman,0
5967,1976-10-06,typical example maybe many others administration overthrew elected government helped establish military dictatorship jimmy carter governor,1
5968,2012-10-22,one thing absolutely clear decade saw drift job shipped overseas nobody championing american worker american business begun make real progress barack obama president,1
5969,1960-10-07,well first think senator kennedy make mind regard responsibility richard nixon vice president,0
5970,2012-10-03,getting job american people mitt romney governor,0
5971,1988-10-13,know george bush listening michael dukakis governor,0
5972,2000-10-03,trust al gore vice president,0
5973,2004-10-08,seventy five percent brought justice george w bush president,1
5974,1996-10-16,economic plan child credit used young people rolled course age child two year old percent interest would worth time child ready college bob dole senator,1
5975,1960-10-21,never willing anything effect surrendered freedom place world richard nixon vice president,0
5976,1980-09-21,really think million american work unemployment among youth country acceptable john anderson congressman,1
5977,2008-10-15,rise obesity amongst young american one alarming statistic john mccain senator,1
